geo_id,total,less_9th,nineth_to_12th,hs_grad,some_coll,assoc_deg,bach_deg,grad_or_prof,year,state,county,county_state,fi_rate,number_food_insecure_individuals,low_threshold_in_state,low_threshold_type,high_threshold_in_state,high_threshold_type,percent_fi_low_threshold,percent_fi_btwn_thresholds,percent_fi_high_threshold,weighted_annual_food_budget_shortfall,cost_per_meal,child_fi_rate,number_food_insecure_children,percent_of_children_in_fi_hh_with_hh_incomes_below_185_percent_fpl,percent_of_children_in_fi_hh_with_hh_incomes_above_185_percent_fpl,zip,latitude,longitude,estimate_total_edu_data,estimate_total_less_than_9th_grade,estimate_total_9th_to_12th_grade_no_diploma,estimate_total_high_school_graduate_includes_equivalency,estimate_total_some_college_no_degree,estimate_total_associates_degree,estimate_total_bachelors_degree,estimate_total_graduate_or_professional_degree,estimate_total_hispanic_data,estimate_total_not_hispanic_or_latino,estimate_total_hispanic_or_latino,estimate_total_immigration_data,estimate_total_u_s_citizen,estimate_total_not_a_u_s_citizen,estimate_total_income_data,estimate_total_less_than_20_000,estimate_total_20_000_to_39_999,estimate_total_40_000_to_59_999,estimate_total_60_000_to_99_999,estimate_total_100_000_to_149_999,estimate_total_150_000_to_199_999,estimate_total_200_000_or_more,estimate_total_ins_status_data,estimate_total_under_19_years,estimate_total_under_19_years_with_health_insurance_coverage,estimate_total_under_19_years_no_health_insurance_coverage,estimate_total_19_to_64_years,estimate_total_19_to_64_years_with_health_insurance_coverage,estimate_total_19_to_64_years_no_health_insurance_coverage,estimate_total_65_years_and_over,estimate_total_65_years_and_over_with_health_insurance_coverage,estimate_total_65_years_and_over_no_health_insurance_coverage,estimate_total_race_data,estimate_total_white_alone,estimate_total_black_or_african_american_alone,estimate_total_american_indian_and_alaska_native_alone,estimate_total_asian_alone,estimate_total_native_hawaiian_and_other_pacific_islander_alone,estimate_total_some_other_race_alone,estimate_total_two_or_more_races
0500000US17095,35583,3.049208891886575,9.316246522215666,34.68510243655678,24.902341005536353,10.816963156563528,12.137818621251721,5.092319365989377,2017,IL,knox,knox_IL,0.134,6910,1.65,SNAP,1.85,Other Nutrition Program,0.67,0.012,0.318,3116000,2.64,0.19,1930,0.79,0.21,61401,40.95,-90.37,35583,1085,3315,12342,8861,3849,4319,1812,50638,47692,2946,50638,49278,1360,20345,4543,4709,3738,4602,1915,593,245,47804,10520,10143,377,27017,25717,1300,10267,10267,0,50638,43442,4496,82,564,0,865,1189
0500000US17097,459331,4.36068978579717,5.042768722337486,21.951925735471807,17.354369724664785,6.350322534294442,25.895051716518154,19.044871780916157,2017,IL,lake,lake_IL,0.065,45980,1.65,SNAP,1.85,Other Nutrition Program,0.607,0.037,0.356,25326000,3.23,0.122,21530,0.61,0.39,60002,42.47,-88.07,459331,20030,23163,100832,79714,29169,118944,87479,703520,549687,153833,703520,638201,65319,247720,22994,33814,29507,54862,44017,24117,38409,687836,183377,178198,5179,410428,376327,34101,94031,93233,798,703520,521507,48157,2491,53963,412,57606,19384
0500000US17103,25317,4.431804716198601,6.027570407236245,33.13583757949204,26.58292846703796,12.59627917999763,10.720069518505353,6.505510131532172,2017,IL,lee,lee_IL,0.099,3440,1.65,SNAP,1.85,Other Nutrition Program,0.582,0.021,0.397,1503000,2.56,0.149,1030,0.75,0.25,60530,41.79,-88.94,25317,1122,1526,8389,6730,3189,2714,1647,34406,32287,2119,34406,33465,941,12815,2024,1999,2210,3846,1188,943,605,31309,7273,7182,91,18040,16688,1352,5996,5945,51,34406,31065,1947,54,309,80,468,483
0500000US17105,25825,2.025169409486931,7.4695062923523725,47.90706679574056,22.315585672797678,8.890609874152952,7.457889641819943,3.9341723136495643,2017,IL,livingston,livingston_IL,0.107,3940,1.65,SNAP,1.85,Other Nutrition Program,0.585,0.044,0.372,1782000,2.65,0.165,1330,0.8,0.21,60420,41.09,-88.42,25825,523,1929,12372,5763,2296,1926,1016,36518,34815,1703,36518,36135,383,13694,2363,3012,2263,2988,2543,412,113,34428,8178,7730,448,19855,18375,1480,6395,6395,0,null,null,null,null,null,null,null,null
0500000US17107,20635,2.495759631693724,6.668282045069057,35.23624909134965,24.0562151684032,9.527501817300703,15.948630966803973,6.0673612793796945,2017,IL,logan,logan_IL,0.1,2940,1.65,SNAP,1.85,Other Nutrition Program,0.477,0.025,0.498,1226000,2.44,0.153,860,0.71,0.29,61723,40.26,-89.23,20635,515,1376,7271,4964,1966,3291,1252,29245,28238,1007,29245,28933,312,10608,1053,2270,2046,2614,1707,649,269,25860,5957,5842,115,15103,14204,899,4800,4800,0,29245,23964,2694,94,435,0,0,2058
0500000US17109,18184,2.348218213814342,3.684557853057633,35.905191377034754,20.611526616805982,9.645842498900132,12.043554773427187,15.761108666959963,2017,IL,mcdonough,mcdonough_IL,0.143,4510,1.65,SNAP,1.85,Other Nutrition Program,0.584,0.01,0.406,2042000,2.65,0.162,850,0.67,0.33,61411,40.41,-90.5,18184,427,670,6529,3748,1754,2190,2866,30823,30210,613,30823,30364,459,10612,2082,2850,1824,1472,1665,573,146,30479,5760,5760,0,19927,17760,2167,4792,4792,0,30823,27699,1349,82,1187,0,0,506
0500000US17111,208695,3.0206761062794985,4.407388773089916,26.082081506504707,23.71882412132538,8.522005797934785,23.10548887131939,11.143534823546323,2017,IL,mchenry,mchenry_IL,0.064,19740,1.65,SNAP,1.85,Other Nutrition Program,0.5,0.048,0.452,10229000,3.04,0.126,9540,0.52,0.48,60001,42.45,-88.53,208695,6304,9198,54432,49500,17785,48220,23256,309122,268568,40554,309122,295308,13814,112193,7826,15648,14648,28181,25326,9527,11037,307680,78224,75867,2357,187788,175563,12225,41668,41549,119,309122,286035,4260,298,7413,30,3416,7670
0500000US17113,104627,1.7586282699494395,1.8436923547459068,24.362736196201745,19.83904728225028,6.854827147868141,31.93439551932102,13.406673229663472,2017,IL,mclean,mclean_IL,0.116,20070,1.65,SNAP,1.85,Other Nutrition Program,0.553,0.013,0.434,9966000,2.91,0.136,5160,0.62,0.38,61701,40.47,-88.97,104627,1840,1929,25490,20757,7172,33412,14027,172290,163769,8521,172290,164481,7809,65146,13525,8159,8342,14338,11061,5464,4257,171227,41453,40020,1433,108206,102775,5431,21568,21521,47,172290,145215,14081,481,9441,0,481,2591
0500000US17115,72448,2.1601700530035335,5.853853798586572,32.84838780918728,25.695671378091873,10.272195229681978,15.175022084805653,7.9946996466431095,2017,IL,macon,macon_IL,0.14,15070,1.65,SNAP,1.85,Other Nutrition Program,0.611,0.022,0.367,6862000,2.67,0.188,4520,0.72,0.28,61756,40.03,-88.95,72448,1565,4241,23798,18616,7442,10994,5792,105801,103375,2426,105801,104581,1220,42977,8080,8840,6769,10358,5549,1590,1791,103426,24666,24237,429,59077,55520,3557,19683,19683,0,105801,82656,15612,365,1044,19,321,5784
0500000US17117,32482,2.130410688996983,6.003324918416354,41.87550027707653,22.199987685487347,10.439628101717876,12.542331137245244,4.8088171910596635,2017,IL,macoupin,macoupin_IL,0.106,4880,1.65,SNAP,1.85,Other Nutrition Program,0.592,0.038,0.37,2629000,3.16,0.175,1730,0.73,0.27,62009,39.09,-89.8,32482,692,1950,13602,7211,3391,4074,1562,45446,44867,579,45446,45401,45,18942,3133,4505,3099,4313,2864,609,419,44949,9796,9553,243,26817,25139,1678,8336,8336,0,null,null,null,null,null,null,null,null
0500000US17119,185473,2.48230200622193,5.831037401670324,30.557008297703707,23.769497447067767,10.035962107692225,16.451990316649862,10.872202422994183,2017,IL,madison,madison_IL,0.116,30920,1.65,SNAP,1.85,Other Nutrition Program,0.562,0.028,0.41,14613000,2.77,0.16,9390,0.64,0.36,62001,38.88,-89.73,185473,4604,10815,56675,44086,18614,30514,20165,265428,256675,8753,265428,263134,2294,107212,20316,19062,15558,27330,15954,5224,3768,262545,61603,59860,1743,157274,147769,9505,43668,43624,44,265428,231215,23071,487,2478,66,2096,6015
0500000US17121,26070,3.6401994629842735,9.601074031453779,33.07633294975067,26.912159570387416,12.873034138856923,8.619102416570772,5.278097429996164,2017,IL,marion,marion_IL,0.126,4840,1.65,SNAP,1.85,Other Nutrition Program,0.687,0.046,0.267,2319000,2.81,0.204,1780,0.88,0.12,62801,38.52,-89.12,26070,949,2503,8623,7016,3356,2247,1376,37902,37125,777,37902,37804,98,15974,3312,4074,2777,3609,1463,558,181,37245,9100,9088,12,21141,18882,2259,7004,7004,0,37902,34885,817,49,56,0,271,1824
0500000US17133,24236,0.9531275788083842,4.56345931671893,30.314408318204322,23.386697474830832,7.208285195576828,21.104967816471365,12.469054299389338,2017,IL,monroe,monroe_IL,0.067,2270,1.65,SNAP,1.85,Other Nutrition Program,0.389,0.067,0.544,1226000,3.16,0.113,870,0.42,0.58,62236,38.45,-90.22,24236,231,1106,7347,5668,1747,5115,3022,34097,33571,526,34097,33732,365,13775,1550,2444,2010,3183,2277,1344,967,33856,8181,7901,280,20089,19380,709,5586,5586,0,null,null,null,null,null,null,null,null
0500000US17135,20721,3.3203030741759565,9.989865353988707,38.7336518507794,22.47961005742966,11.070894261859948,9.449350900053085,4.956324501713238,2017,IL,montgomery,montgomery_IL,0.121,3540,1.65,SNAP,1.85,Other Nutrition Program,0.563,0.04,0.397,1536000,2.54,0.191,1120,0.85,0.15,62015,39.19,-89.53,20721,688,2070,8026,4658,2294,1958,1027,28790,28254,536,28790,28697,93,10866,2048,1675,2036,2962,1711,202,232,24154,5879,5797,82,12991,12315,676,5284,5271,13,null,null,null,null,null,null,null,null
0500000US17137,23705,1.590381775996625,5.804682556422695,37.43935878506644,23.737608099557058,6.504956760177177,18.253533009913518,6.669479012866483,2017,IL,morgan,morgan_IL,0.12,4150,1.65,SNAP,1.85,Other Nutrition Program,0.584,0.027,0.389,1792000,2.53,0.175,1190,0.72,0.28,62601,39.71,-90.05,23705,377,1376,8875,5627,1542,4327,1581,33798,33147,651,33798,33391,407,13531,2412,2239,2843,3270,2047,583,137,31732,6849,6834,15,19108,18194,914,5775,5775,0,33798,30485,2288,337,355,9,63,261
0500000US17141,35836,1.8305614465900213,6.979015515124456,34.47929456412546,25.566469472039287,13.154369907355731,12.0549168433977,5.93537225136734,2017,IL,ogle,ogle_IL,0.09,4650,1.65,SNAP,1.85,Other Nutrition Program,0.621,0.045,0.333,2087000,2.63,0.154,1830,0.74,0.26,60113,41.93,-88.96,35836,656,2501,12356,9162,4714,4320,2127,51063,45813,5250,51063,50026,1037,20817,2423,3976,4026,5665,3369,713,645,50578,12200,11733,467,29472,27368,2104,8906,8739,167,51063,48731,683,45,269,17,631,687
0500000US17143,122961,3.2579435756052733,7.427558331503485,25.60324005172372,23.28380543424338,9.272045607956994,17.78612730865884,13.369279690308309,2017,IL,peoria,peoria_IL,0.143,26680,1.65,SNAP,1.85,Other Nutrition Program,0.617,0.02,0.364,12923000,2.84,0.177,7860,0.72,0.28,61451,40.91,-89.91,122961,4006,9133,31482,28630,11401,21870,16439,183011,174184,8827,183011,177163,5848,71371,13042,13833,13046,14417,9315,3788,3930,180762,45785,43392,2393,105509,96949,8560,29468,29379,89,183011,134454,32492,395,7286,0,1784,6600
0500000US17145,15355,3.2367307066102247,10.862911103874959,39.257570823835884,20.332139368283947,14.581569521328557,8.095083034842071,3.6339954412243567,2017,IL,perry,perry_IL,0.125,2690,1.65,SNAP,1.85,Other Nutrition Program,0.523,0.039,0.438,1310000,2.85,0.18,740,0.71,0.29,62237,38.18,-89.6,15355,497,1668,6028,3122,2239,1243,558,21285,20610,675,21285,21157,128,8331,1375,1690,1327,2513,889,253,284,18479,4213,4213,0,10440,9709,731,3826,3826,0,null,null,null,null,null,null,null,null
0500000US17157,23570,2.5286380992787443,12.7874416631311,39.329656342808654,22.269834535426387,9.512091641917692,6.754348748408995,6.817988969028425,2017,IL,randolph,randolph_IL,0.111,3630,1.65,SNAP,1.85,Other Nutrition Program,0.572,0.018,0.41,1529000,2.47,0.16,1010,0.81,0.19,62217,38.18,-89.84,23570,596,3014,9270,5249,2242,1592,1607,32423,31780,643,32423,31957,466,12430,2123,2336,2614,2824,1880,317,336,28855,6533,6038,495,16982,15386,1596,5340,5340,0,null,null,null,null,null,null,null,null
0500000US17161,99388,4.127258824002897,7.201070551776874,30.454380810560632,24.651869440978793,10.66828993439852,14.23109429709824,8.666036141184048,2017,IL,rock island,rock island_IL,0.112,16430,1.65,SNAP,1.85,Other Nutrition Program,0.614,0.028,0.357,7512000,2.68,0.17,5570,0.72,0.28,61201,41.47,-90.58,99388,4102,7157,30268,24501,10603,14144,8613,144808,126043,18765,144808,137976,6832,60438,10852,10932,12614,15325,6794,2194,1727,142013,34961,34035,926,80954,74590,6364,26098,26042,56,144808,117420,16288,684,3753,219,2191,4253
0500000US17165,16554,6.493898755587773,6.681164673190769,26.56155611936692,28.017397607828926,14.800048326688414,12.148121299987919,5.297813217349281,2017,IL,saline,saline_IL,0.143,3480,1.65,SNAP,1.85,Other Nutrition Program,0.733,0.024,0.243,1501000,2.53,0.205,1100,0.86,0.14,62917,37.65,-88.61,16554,1075,1106,4397,4638,2450,2011,877,24102,23657,445,null,null,null,9846,2700,2266,1614,1869,1151,144,102,23635,5811,5223,588,13351,11771,1580,4473,4473,0,null,null,null,null,null,null,null,null
0500000US17167,136549,1.7422317263399951,5.1651788002841474,27.799544485862214,24.08732396429121,8.196325128708375,20.24621198251177,12.763183912002285,2017,IL,sangamon,sangamon_IL,0.126,24950,1.65,SNAP,1.85,Other Nutrition Program,0.585,0.01,0.405,12297000,2.89,0.173,7790,0.65,0.35,62515,39.84,-89.4,136549,2379,7053,37960,32891,11192,27646,17428,196452,191944,4508,196452,192622,3830,84583,13816,14718,12428,21282,12707,4599,5033,194529,46035,45417,618,116109,108773,7336,32385,32385,0,196452,160906,25653,210,4465,161,469,4588
0500000US17173,15428,1.7889551464869071,6.390977443609022,37.859735545760955,25.557428052890845,9.242934923515685,14.03292714544983,5.127041742286751,2017,IL,shelby,shelby_IL,0.098,2150,1.65,SNAP,1.85,Other Nutrition Program,0.681,0.05,0.269,1085000,2.96,0.155,730,0.87,0.13,61957,39.43,-88.59,15428,276,986,5841,3943,1426,2165,791,21719,21509,210,21719,21663,56,9151,1664,1956,2025,2081,965,294,166,21533,4856,4856,0,12075,11348,727,4602,4602,0,null,null,null,null,null,null,null,null
0500000US17177,32268,2.724060989215322,5.6526589810338415,34.66282385025412,21.941242097433992,11.206148506260071,16.490021073509357,7.3230445022932935,2017,IL,stephenson,stephenson_IL,0.128,5870,1.65,SNAP,1.85,Other Nutrition Program,0.691,0.035,0.274,2736000,2.73,0.178,1770,0.85,0.15,61013,42.37,-89.63,32268,879,1824,11185,7080,3616,5321,2363,45054,43256,1798,45054,44261,793,19396,4352,4536,3130,3863,2374,640,501,44364,9805,9335,470,25506,22978,2528,9053,8744,309,45054,39023,4458,147,307,0,0,1119
0500000US17179,92951,1.5007907392066788,6.934836634355736,31.200309840668737,21.304773482802766,10.333401469591506,19.958903077965807,8.766984755408764,2017,IL,tazewell,tazewell_IL,0.093,12570,1.65,SNAP,1.85,Other Nutrition Program,0.512,0.047,0.441,5841000,2.72,0.146,4530,0.66,0.34,61534,40.4,-89.64,92951,1395,6446,29001,19803,9605,18552,8149,133526,130427,3099,133526,131689,1837,54253,6583,10570,9848,12397,8672,2945,3238,131218,31646,30732,914,76276,72012,4264,23296,23296,0,133526,127851,1885,68,1533,49,695,1445
0500000US17183,52980,2.417893544733862,11.615704039260098,38.94299735749339,20.41902604756512,9.82257455643639,11.417516043790108,5.364288410721027,2017,IL,vermilion,vermilion_IL,0.147,11670,1.65,SNAP,1.85,Other Nutrition Program,0.661,0.025,0.314,5282000,2.65,0.207,3920,0.8,0.2,60932,40.46,-87.79,52980,1281,6154,20632,10818,5204,6049,2842,77909,73967,3942,77909,76928,981,30241,6560,7052,6056,6062,2568,1313,630,75235,19365,18531,834,41253,37445,3808,14617,14617,0,77909,64521,10770,84,756,0,220,1558
0500000US17195,39676,3.102631313640488,5.2676681117048085,37.07783042645428,26.103941929630004,9.393588063312833,12.329871962899485,6.7244681923581,2017,IL,whiteside,whiteside_IL,0.088,4970,1.65,SNAP,1.85,Other Nutrition Program,0.646,0.082,0.272,2203000,2.6,0.149,1910,0.85,0.15,61037,41.78,-89.76,39676,1231,2090,14711,10357,3727,4892,2668,56118,49384,6734,56118,55022,1096,22843,3479,4925,3618,6585,2533,630,1073,55230,13158,13087,71,31255,29103,2152,10817,10817,0,56118,53412,791,34,284,209,292,1096
0500000US17197,454415,4.267024636070552,5.396608826733273,26.893258365150796,22.298999812946317,8.434800787826106,21.694486317573144,11.014821253699813,2017,IL,will,will_IL,0.072,49530,1.65,SNAP,1.85,Other Nutrition Program,0.525,0.043,0.433,25445000,3.01,0.128,22940,0.56,0.44,60401,41.34,-87.61,454415,19390,24523,122207,101330,38329,98583,50053,692661,571511,121150,692661,650997,41664,228366,20475,29372,30222,56499,48048,25673,18077,685348,184306,180144,4162,415851,384103,31748,85191,84688,503,692661,498887,78542,814,39460,322,54137,20499
0500000US17199,48189,3.1438710079063688,5.447301251322916,28.780427068418103,29.02114590466704,10.92988026313059,13.20218307082529,9.47519143372969,2017,IL,williamson,williamson_IL,0.12,8090,1.65,SNAP,1.85,Other Nutrition Program,0.584,0.03,0.385,3686000,2.67,0.177,2620,0.71,0.29,62902,37.72,-89.21,48189,1515,2625,13869,13985,5267,6362,4566,67328,65545,1783,67328,66772,556,26845,5189,5749,3912,6629,3953,913,500,65177,15400,15161,239,37717,34692,3025,12060,12060,0,67328,60864,2056,141,711,0,1054,2502
0500000US17201,194872,4.654337205960836,7.325834393858532,32.840018063138885,23.87618539348906,9.951147419844823,13.092183587175171,8.2602939365326975,2017,IL,winnebago,winnebago_IL,0.127,36390,1.65,SNAP,1.85,Other Nutrition Program,0.666,0.03,0.304,16993000,2.74,0.181,12370,0.75,0.25,61016,42.24,-88.96,194872,9070,14276,63996,46528,19392,25513,16097,284778,248370,36408,284778,270401,14377,113789,19681,21288,22202,26691,15466,5039,3422,281607,69772,67508,2264,164682,149532,15150,47153,47083,70,284778,225519,36651,904,7398,44,5139,9123
0500000US17203,26333,0.7595032848517069,2.115216648312004,29.21809136824517,21.28128204154483,12.607754528538337,23.988911252041163,10.02924087646679,2017,IL,woodford,woodford_IL,0.079,3070,1.65,SNAP,1.85,Other Nutrition Program,0.452,0.053,0.495,1605000,3.06,0.142,1380,0.66,0.35,61516,40.85,-89.12,26333,200,557,7694,5604,3320,6317,2641,38726,38008,718,38726,38613,113,14676,895,2415,2351,3833,2571,1355,1256,38079,9730,9373,357,21937,21217,720,6412,6412,0,null,null,null,null,null,null,null,null
0500000US18001,21362,9.629248197734293,6.380488718284805,37.342009175170865,18.397153824548262,12.849920419436383,9.811815373092408,5.589364291732983,2017,IN,adams,adams_IN,0.124,4340,1.3,SNAP,1.85,Other Nutrition Program,0.65,0.101,0.249,2046000,2.76,0.191,2090,0.76,0.24,46711,40.65,-84.95,21362,2057,1363,7977,3930,2745,2096,1194,35491,33911,1580,35491,35126,365,12508,2696,2743,2382,3029,1306,161,191,35070,11347,9161,2186,18776,15511,3265,4947,4899,48,null,null,null,null,null,null,null,null
0500000US18003,242816,4.325497496046389,6.324542040063258,29.460167369530836,22.117982340537694,11.467530969952557,17.579978255139693,8.724301528729574,2017,IN,allen,allen_IN,0.133,48900,1.3,SNAP,1.85,Other Nutrition Program,0.566,0.147,0.286,23876000,2.86,0.172,16520,0.74,0.26,46704,41.1,-85.3,242816,10503,15357,71534,53706,27845,42687,21184,372877,344836,28041,372877,361807,11070,143105,21791,33155,24976,36306,16852,5296,4729,369342,102057,94872,7185,216271,193270,23001,51014,50345,669,372877,294929,42254,869,14879,0,5495,14451
0500000US18005,56037,2.894516123275693,5.960347627460428,31.013437550190055,16.774631047343718,8.23919910059425,20.250905651623036,14.866962899512822,2017,IN,bartholomew,bartholomew_IN,0.109,8870,1.3,SNAP,1.85,Other Nutrition Program,0.529,0.123,0.348,4187000,2.77,0.16,3100,0.69,0.31,47201,39.21,-85.91,56037,1622,3340,17379,9400,4617,11348,8331,82040,76547,5493,82040,76020,6020,31498,3793,6482,4960,7542,4865,2503,1353,81246,20410,18770,1640,48058,42547,5511,12778,12778,0,82040,69886,3697,163,5991,0,793,1510
0500000US18011,43547,1.269892300273268,4.572071554871748,18.145911314212228,17.351367488001472,6.404574367924313,31.68071279307415,20.57547018164282,2017,IN,boone,boone_IN,0.09,5690,1.3,SNAP,1.85,Other Nutrition Program,0.344,0.15,0.506,2772000,2.86,0.129,2180,0.5,0.5,46052,40.05,-86.47,43547,553,1991,7902,7556,2789,13796,8960,65875,63870,2005,65875,64234,1641,25699,1495,3727,3954,6602,4009,2483,3429,65195,18253,17721,532,38605,36550,2055,8337,8337,0,65875,61178,1347,0,2314,0,207,829
0500000US18015,14590,4.503084304318026,11.55586017820425,36.819739547635365,25.92186429061001,9.156956819739548,9.376285126799178,2.666209732693626,2017,IN,carroll,carroll_IN,0.1,2010,1.3,SNAP,1.85,Other Nutrition Program,0.494,0.214,0.292,918000,2.68,0.15,690,0.77,0.23,46913,40.51,-86.52,14590,657,1686,5372,3782,1336,1368,389,20039,19198,841,20039,19479,560,8105,963,1971,1677,1735,1399,145,215,19930,4698,4164,534,10751,9284,1467,4481,4481,0,null,null,null,null,null,null,null,null
0500000US18017,26223,6.459977882011975,10.345879571368647,41.79537047629943,20.741333943484726,11.051367120466765,7.2379209091255765,2.3681500972428786,2017,IN,cass,cass_IN,0.107,4080,1.3,SNAP,1.85,Other Nutrition Program,0.635,0.214,0.15,1653000,2.37,0.169,1530,0.85,0.16,46932,40.58,-86.19,26223,1694,2713,10960,5439,2898,1898,621,37994,32065,5929,37994,34868,3126,15269,3276,3591,2889,3393,1517,416,187,37194,9127,8143,984,21327,17950,3377,6740,6740,0,37994,31049,354,324,775,0,4686,806
0500000US18019,81149,2.352462753699984,7.721598540955527,37.07008096218068,23.221481472353325,10.862733983166766,12.981059532464972,5.790582755178746,2017,IN,clark,clark_IN,0.116,13320,1.3,SNAP,1.85,Other Nutrition Program,0.494,0.174,0.332,6095000,2.68,0.154,4070,0.73,0.27,47104,38.53,-85.41,81149,1909,6266,30082,18844,8815,10534,4699,116973,110609,6364,116973,114443,2530,44957,6450,9564,9204,11972,4960,1519,1288,115264,27865,26340,1525,69897,62575,7322,17502,17373,129,116973,103121,7795,43,1364,0,422,4228
0500000US18021,18405,3.1024178212442273,5.639771801140994,46.46020103232817,17.10948111926107,12.567237163814182,10.214615593588698,4.906275468622657,2017,IN,clay,clay_IN,0.121,3200,1.3,SNAP,1.85,Other Nutrition Program,0.559,0.148,0.294,1316000,2.41,0.176,1080,0.76,0.24,47833,39.38,-86.99,18405,571,1038,8551,3149,2313,1880,903,26198,26126,72,26198,26164,34,10855,1438,2235,2498,2783,1236,579,86,25698,6115,5994,121,15005,14333,672,4578,4570,8,null,null,null,null,null,null,null,null
0500000US18023,21607,7.330957560049983,7.317073170731707,50.03933910306845,14.199102142824085,7.654926644143102,10.376266950525292,3.0823344286573793,2017,IN,clinton,clinton_IN,0.1,3250,1.3,SNAP,1.85,Other Nutrition Program,0.602,0.2,0.198,1278000,2.3,0.163,1390,0.81,0.19,46035,40.19,-86.66,21607,1584,1581,10812,3068,1654,2242,666,32317,27112,5205,32317,30204,2113,11816,1634,3073,2356,2746,1631,320,56,31776,8935,8062,873,18087,14909,3178,4754,4754,0,null,null,null,null,null,null,null,null
0500000US18027,20023,15.642011686560457,11.316985466713279,29.69085551615642,17.674674124756528,14.13374619187934,8.360385556609899,3.181341457324077,2017,IN,daviess,daviess_IN,0.113,3700,1.3,SNAP,1.85,Other Nutrition Program,0.619,0.22,0.161,1768000,2.8,0.153,1460,0.94,0.06,47501,38.65,-87.17,20023,3132,2266,5945,3539,2830,1674,637,33113,31467,1646,33113,32506,607,11353,2240,2308,2693,1540,2146,180,246,32638,10256,6025,4231,17715,13530,4185,4667,4667,0,null,null,null,null,null,null,null,null
0500000US18029,34251,1.929870660710636,8.811421564333887,39.879127616711926,16.273977402119648,9.637674812414236,15.380572829990365,8.087355113719308,2017,IN,dearborn,dearborn_IN,0.108,5330,1.3,SNAP,1.85,Other Nutrition Program,0.448,0.122,0.43,2255000,2.48,0.164,1890,0.64,0.36,47001,39.06,-84.9,34251,661,3018,13659,5574,3301,5268,2770,49741,48976,765,49741,49552,189,18641,3135,3548,2153,4731,2862,924,1288,49178,12119,11953,166,28443,26413,2030,8616,8613,3,null,null,null,null,null,null,null,null
