year,state,county,county_state,fi_rate,number_food_insecure_individuals,low_threshold_in_state,low_threshold_type,high_threshold_in_state,high_threshold_type,percent_fi_low_threshold,percent_fi_btwn_thresholds,percent_fi_high_threshold,weighted_annual_food_budget_shortfall,cost_per_meal,child_fi_rate,number_food_insecure_children,percent_of_children_in_fi_hh_with_hh_incomes_below_185_percent_fpl,percent_of_children_in_fi_hh_with_hh_incomes_above_185_percent_fpl,zip,latitude,longitude,id,estimate_total_edu_data,estimate_total_less_than_9th_grade,estimate_total_9th_to_12th_grade_no_diploma,estimate_total_high_school_graduate_includes_equivalency,estimate_total_some_college_no_degree,estimate_total_associates_degree,estimate_total_bachelors_degree,estimate_total_graduate_or_professional_degree,estimate_total_hispanic_data,estimate_total_not_hispanic_or_latino,estimate_total_hispanic_or_latino,estimate_total_immigration_data,estimate_total_u_s_citizen,estimate_total_not_a_u_s_citizen,estimate_total_income_data,estimate_total_less_than_20_000,estimate_total_20_000_to_39_999,estimate_total_40_000_to_59_999,estimate_total_60_000_to_99_999,estimate_total_100_000_to_149_999,estimate_total_150_000_to_199_999,estimate_total_200_000_or_more,estimate_total_ins_status_data,estimate_total_under_19_years,estimate_total_under_19_years_with_health_insurance_coverage,estimate_total_under_19_years_no_health_insurance_coverage,estimate_total_19_to_64_years,estimate_total_19_to_64_years_with_health_insurance_coverage,estimate_total_19_to_64_years_no_health_insurance_coverage,estimate_total_65_years_and_over,estimate_total_65_years_and_over_with_health_insurance_coverage,estimate_total_65_years_and_over_no_health_insurance_coverage,estimate_total_race_data,estimate_total_white_alone,estimate_total_black_or_african_american_alone,estimate_total_american_indian_and_alaska_native_alone,estimate_total_asian_alone,estimate_total_native_hawaiian_and_other_pacific_islander_alone,estimate_total_some_other_race_alone,estimate_total_two_or_more_races
2017,GA,lamar,lamar_GA,0.166,3040,1.3,SNAP,1.85,Other Nutrition Program,0.558,0.125,0.317,1550000,2.99,0.234,900,0.76,0.24,30204,33.05,-84.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,GA,lanier,lanier_GA,0.179,1860,1.3,SNAP,1.85,Other Nutrition Program,0.647,0.069,0.283,935000,2.95,0.236,620,0.76,0.24,31635,31.04,-83.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,GA,laurens,laurens_GA,0.196,9290,1.3,SNAP,1.85,Other Nutrition Program,0.668,0.124,0.208,4674000,2.95,0.253,2980,0.78,0.22,30454,32.36,-82.74,0500000US13175,30949,1202,3021,13061,5834,2847,2473,2511,47330,46077,1253,47330,47184,146,16661,4504,4646,2604,2634,1242,437,594,46482,12943,12199,744,26103,21570,4533,7436,7436,0,47330,27137,18381,0,0,38,1441,333
2017,GA,lee,lee_GA,0.113,3320,1.3,SNAP,1.85,Other Nutrition Program,0.436,0.122,0.441,1797000,3.17,0.185,1450,0.6,0.4,31763,31.73,-84.17,0500000US13177,20331,415,1298,7376,4627,2186,2751,1678,29470,28715,755,29470,29242,228,10903,1178,1261,2681,3732,1448,377,226,28552,7743,7670,73,17061,13190,3871,3748,3694,54,29470,22077,5323,19,939,148,193,771
2017,GA,liberty,liberty_GA,0.173,10720,1.3,SNAP,1.85,Other Nutrition Program,0.539,0.279,0.182,5360000,2.93,0.204,3640,0.82,0.18,31301,31.78,-81.6,0500000US13179,34677,656,2289,9380,11159,3992,4630,2571,61386,53536,7850,61386,60363,1023,22779,3711,5206,5910,5273,1690,783,206,55449,17316,16369,947,32977,27561,5416,5156,5156,0,61386,28668,25759,342,1139,329,994,4155
2017,GA,lincoln,lincoln_GA,0.169,1310,1.3,SNAP,1.85,Other Nutrition Program,0.56,0.219,0.22,662000,2.96,0.251,380,0.74,0.26,30817,33.79,-82.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,GA,long,long_GA,0.139,2490,1.3,SNAP,1.85,Other Nutrition Program,0.63,0.175,0.195,1214000,2.86,0.217,1100,0.81,0.19,31316,31.71,-81.74,0500000US13183,12637,751,1028,3144,3938,593,1418,1765,19658,17074,2584,19658,18439,1219,7047,1555,1066,726,1765,1935,0,0,19199,6324,6046,278,11122,7776,3346,1753,1753,0,null,null,null,null,null,null,null,null
2017,GA,lowndes,lowndes_GA,0.188,21370,1.3,SNAP,1.85,Other Nutrition Program,0.618,0.153,0.229,11106000,3.05,0.223,6100,0.73,0.28,31601,30.84,-83.27,0500000US13185,68062,3368,7287,21312,10472,5752,11766,8105,115489,108778,6711,115489,113651,1838,41585,12598,7734,7122,8036,4081,1214,800,110690,29505,28003,1502,68187,52004,16183,12998,12942,56,115489,64198,42079,507,2665,197,3522,2321
2017,GA,lumpkin,lumpkin_GA,0.124,3910,1.3,SNAP,1.85,Other Nutrition Program,0.606,0.069,0.326,2077000,3.11,0.196,1150,0.69,0.31,30533,34.53,-83.98,0500000US13187,21817,682,1489,6684,6324,817,3142,2679,32873,31370,1503,32873,32873,0,10957,1910,1444,1937,3381,1450,503,332,32621,6598,6401,197,19673,15570,4103,6350,6350,0,null,null,null,null,null,null,null,null
2017,GA,mcduffie,mcduffie_GA,0.198,4250,1.3,SNAP,1.85,Other Nutrition Program,0.601,0.096,0.303,1948000,2.69,0.273,1550,0.66,0.34,30806,33.42,-82.43,0500000US13189,15355,841,2112,6455,2857,976,1055,1059,21498,20844,654,21498,21303,195,8535,1996,2249,1398,1764,805,300,23,21229,5184,4203,981,10939,9386,1553,5106,5106,0,null,null,null,null,null,null,null,null
2017,GA,mcintosh,mcintosh_GA,0.159,2230,1.3,SNAP,1.85,Other Nutrition Program,0.557,0.158,0.285,1173000,3.08,0.227,570,0.75,0.26,31304,31.5,-81.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,GA,macon,macon_GA,0.228,3110,1.3,SNAP,1.85,Other Nutrition Program,0.63,0.142,0.228,1564000,2.95,0.261,690,0.9,0.1,31041,32.37,-84.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,GA,madison,madison_GA,0.117,3340,1.3,SNAP,1.85,Other Nutrition Program,0.682,0.114,0.204,1814000,3.18,0.209,1380,0.85,0.15,30628,34.03,-83.21,0500000US13195,20019,2340,1952,6371,3549,1356,2724,1727,29302,26446,2856,29302,28319,983,9765,1757,1788,1784,2247,1443,628,118,29089,7167,6621,546,17187,13369,3818,4735,4534,201,29302,23178,2969,69,392,0,1969,725
2017,GA,marion,marion_GA,0.178,1520,1.3,SNAP,1.85,Other Nutrition Program,0.56,0.168,0.272,764000,2.95,0.25,470,0.8,0.21,31058,32.5,-84.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,GA,meriwether,meriwether_GA,0.183,3870,1.3,SNAP,1.85,Other Nutrition Program,0.615,0.171,0.213,2087000,3.16,0.236,1100,0.75,0.25,30218,33.09,-84.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,GA,miller,miller_GA,0.171,1010,1.3,SNAP,1.85,Other Nutrition Program,0.578,0.154,0.268,515000,2.99,0.249,340,0.77,0.23,39837,31.15,-84.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,GA,mitchell,mitchell_GA,0.205,4630,1.3,SNAP,1.85,Other Nutrition Program,0.582,0.151,0.267,2148000,2.72,0.257,1370,0.71,0.29,31716,31.37,-84.16,0500000US13205,14440,551,2658,5346,2985,1414,1251,235,22292,21861,431,22292,21938,354,7407,2089,2005,1714,783,775,0,41,20270,5968,5717,251,11292,8365,2927,3010,3010,0,null,null,null,null,null,null,null,null
2017,GA,monroe,monroe_GA,0.123,3310,1.3,SNAP,1.85,Other Nutrition Program,0.469,0.196,0.335,1649000,2.92,0.169,940,0.75,0.25,31004,32.95,-83.81,0500000US13207,19819,528,1690,7276,4232,2038,2162,1893,27113,26862,251,27113,26930,183,10878,2366,2167,1952,2016,1326,438,613,26009,5662,5662,0,15289,13191,2098,5058,5058,0,null,null,null,null,null,null,null,null
2017,GA,montgomery,montgomery_GA,0.153,1370,1.3,SNAP,1.85,Other Nutrition Program,0.483,0.142,0.375,637000,2.72,0.227,440,0.73,0.27,30410,32.18,-82.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,GA,morgan,morgan_GA,0.123,2210,1.3,SNAP,1.85,Other Nutrition Program,0.468,0.193,0.339,1140000,3.02,0.192,790,0.66,0.34,30623,33.73,-83.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,GA,murray,murray_GA,0.112,4410,1.3,SNAP,1.85,Other Nutrition Program,0.639,0.162,0.199,2024000,2.69,0.226,2260,0.84,0.16,30705,34.77,-84.77,0500000US13213,26569,3738,6836,9636,3920,825,1111,503,39782,33736,6046,39782,36698,3084,12821,1870,3763,2553,2788,1219,294,334,39578,10641,9570,1071,23389,17985,5404,5548,5548,0,39782,38677,541,17,169,0,0,378
2017,GA,muscogee,muscogee_GA,0.197,39230,1.3,SNAP,1.85,Other Nutrition Program,0.555,0.163,0.282,21294000,3.18,0.234,11550,0.69,0.31,31820,32.58,-84.84,0500000US13215,125754,5436,10294,36757,30569,10441,21554,10703,194058,179357,14701,194058,190419,3639,70306,17658,15905,9997,15030,6546,2792,2378,184416,50457,48699,1758,109397,88963,20434,24562,24562,0,194058,84356,90141,261,4864,164,6291,7981
2017,GA,newton,newton_GA,0.161,16920,1.3,SNAP,1.85,Other Nutrition Program,0.504,0.168,0.328,8284000,2.87,0.205,5790,0.66,0.34,30014,33.6,-83.85,0500000US13217,68597,1584,5681,25385,15811,5867,7523,6746,108078,102008,6070,108078,107103,975,37519,6133,7911,5285,8747,6795,1275,1373,107242,30332,29449,883,62899,51111,11788,14011,14011,0,108078,53954,47397,711,423,398,2275,2920
2017,GA,oconee,oconee_GA,0.068,2460,1.3,SNAP,1.85,Other Nutrition Program,0.36,0.137,0.503,1438000,3.43,0.157,1510,0.45,0.55,30621,33.81,-83.43,0500000US13219,24919,447,429,5892,3720,2063,6204,6164,38028,36135,1893,38028,37228,800,13356,1035,2435,1473,2607,2903,1866,1037,37837,10701,10487,214,20855,19551,1304,6281,6281,0,38028,32744,422,389,2431,0,0,2042
2017,GA,oglethorpe,oglethorpe_GA,0.126,1850,1.3,SNAP,1.85,Other Nutrition Program,0.604,0.149,0.246,1027000,3.25,0.225,720,0.79,0.21,30619,33.91,-83.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,GA,paulding,paulding_GA,0.099,15120,1.3,SNAP,1.85,Other Nutrition Program,0.431,0.209,0.36,7763000,3.01,0.17,7120,0.63,0.37,30132,33.91,-84.83,0500000US13223,102836,2147,8183,34461,26835,8942,13854,8414,159445,149399,10046,159445,156662,2783,52707,4933,7606,10120,16152,8894,4158,844,158634,44565,40425,4140,97904,83504,14400,16165,16023,142,159445,121660,31489,405,966,0,959,3966
2017,GA,peach,peach_GA,0.171,4630,1.3,SNAP,1.85,Other Nutrition Program,0.521,0.195,0.284,2618000,3.31,0.217,1280,0.76,0.24,31008,32.65,-83.75,0500000US13225,18887,1061,1786,6672,4788,1770,1477,1333,27099,25384,1715,27099,26584,515,9863,1848,2356,2543,1674,1001,301,140,26961,5870,5711,159,16505,11723,4782,4586,4586,0,null,null,null,null,null,null,null,null
2017,GA,pickens,pickens_GA,0.084,2560,1.3,SNAP,1.85,Other Nutrition Program,0.47,0.219,0.311,1421000,3.25,0.176,1090,0.77,0.23,30143,34.46,-84.42,0500000US13227,22555,966,2477,7230,4660,1565,3452,2205,31588,31404,184,31588,31407,181,11664,1517,2013,1871,3873,923,888,579,31339,6904,6443,461,17672,13648,4024,6763,6763,0,null,null,null,null,null,null,null,null
2017,GA,pierce,pierce_GA,0.129,2470,1.3,SNAP,1.85,Other Nutrition Program,0.607,0.098,0.295,1149000,2.73,0.221,1070,0.72,0.28,31516,31.29,-82.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,GA,pike,pike_GA,0.102,1830,1.3,SNAP,1.85,Other Nutrition Program,0.426,0.188,0.386,935000,2.99,0.183,800,0.68,0.32,30206,33.09,-84.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,GA,polk,polk_GA,0.128,5310,1.3,SNAP,1.85,Other Nutrition Program,0.635,0.187,0.178,2522000,2.78,0.229,2470,0.88,0.12,30104,34.04,-85.05,0500000US13233,28126,2278,3462,11926,5878,1467,1957,1158,42085,36400,5685,42085,39993,2092,15051,3126,3821,3407,3391,882,330,94,41931,11397,9775,1622,24452,16376,8076,6082,6082,0,null,null,null,null,null,null,null,null
2017,GA,pulaski,pulaski_GA,0.175,2000,1.3,SNAP,1.85,Other Nutrition Program,0.579,0.154,0.268,993000,2.91,0.257,500,0.79,0.21,31036,32.28,-83.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,GA,putnam,putnam_GA,0.137,2940,1.3,SNAP,1.85,Other Nutrition Program,0.537,0.216,0.248,1406000,2.8,0.214,900,0.92,0.09,31024,33.32,-83.38,0500000US13237,16153,258,1471,5504,2811,1651,2732,1726,21730,20268,1462,21730,21003,727,8726,845,2483,1632,2090,771,285,620,21520,4991,4581,410,11903,9249,2654,4626,4626,0,null,null,null,null,null,null,null,null
2017,GA,quitman,quitman_GA,0.196,420,1.3,SNAP,1.85,Other Nutrition Program,0.639,0.191,0.17,219000,3.05,0.278,100,0.76,0.25,39854,31.85,-85.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,GA,rabun,rabun_GA,0.117,1910,1.3,SNAP,1.85,Other Nutrition Program,0.651,0.086,0.264,930000,2.85,0.232,660,0.92,0.08,30525,34.87,-83.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,GA,randolph,randolph_GA,0.249,1790,1.3,SNAP,1.85,Other Nutrition Program,0.755,0.099,0.147,937000,3.07,0.325,540,0.74,0.27,39836,31.66,-84.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,GA,richmond,richmond_GA,0.214,43130,1.3,SNAP,1.85,Other Nutrition Program,0.595,0.168,0.237,21526000,2.92,0.248,11710,0.72,0.28,30805,33.29,-82.19,0500000US13245,131433,5961,17187,39362,29375,11864,17433,10251,201800,191691,10109,201800,198724,3076,71411,18041,19866,10933,13654,5462,2143,1312,192027,49339,45091,4248,116189,94459,21730,26499,26268,231,201800,75250,113369,358,4102,103,1883,6735
2017,GA,rockdale,rockdale_GA,0.162,14350,1.3,SNAP,1.85,Other Nutrition Program,0.513,0.203,0.284,7173000,2.93,0.2,4520,0.7,0.3,30012,33.66,-84.01,0500000US13247,57268,3339,3125,17263,13626,5241,8867,5807,90312,80850,9462,90312,86092,4220,29849,3582,5279,5187,8063,4431,1587,1720,89567,25168,21808,3360,52223,43568,8655,12176,12052,124,90312,33718,48251,204,1780,0,3661,2698
2017,GA,schley,schley_GA,0.165,850,1.3,SNAP,1.85,Other Nutrition Program,0.595,0.188,0.217,414000,2.86,0.24,320,0.84,0.16,31806,32.23,-84.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,GA,screven,screven_GA,0.188,2640,1.3,SNAP,1.85,Other Nutrition Program,0.655,0.208,0.137,1333000,2.96,0.256,790,0.88,0.12,30424,32.57,-81.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,GA,seminole,seminole_GA,0.184,1570,1.3,SNAP,1.85,Other Nutrition Program,0.622,0.159,0.218,824000,3.07,0.267,490,0.84,0.17,39845,31.04,-84.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,GA,spalding,spalding_GA,0.175,11220,1.3,SNAP,1.85,Other Nutrition Program,0.577,0.183,0.24,5870000,3.07,0.242,3760,0.79,0.21,30212,33.27,-84.27,0500000US13255,44209,876,6715,18433,6774,2928,5600,2883,65380,62374,3006,65380,64679,701,25151,3887,6493,5819,5068,2610,748,526,64674,17038,16353,685,36321,29026,7295,11315,11315,0,65380,41051,22098,368,657,0,250,956
2017,GA,stephens,stephens_GA,0.134,3440,1.3,SNAP,1.85,Other Nutrition Program,0.614,0.197,0.189,1625000,2.77,0.217,1250,0.94,0.06,30538,34.49,-83.25,0500000US13257,16919,1669,1742,6561,2141,1540,1535,1731,25890,25130,760,25890,25345,545,8412,1607,2343,694,2572,864,0,332,25890,5819,5056,763,15268,13244,2024,4803,4803,0,null,null,null,null,null,null,null,null
2017,GA,stewart,stewart_GA,0.218,1270,1.3,SNAP,1.85,Other Nutrition Program,0.552,0.041,0.407,670000,3.09,0.304,250,0.74,0.26,31814,32.16,-84.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,GA,sumter,sumter_GA,0.235,7220,1.3,SNAP,1.85,Other Nutrition Program,0.656,0.155,0.19,3546000,2.88,0.298,2150,0.74,0.26,31709,32.07,-84.22,0500000US13261,19107,1434,2458,7351,3410,2473,1019,962,29847,24836,5011,29847,27085,2762,11883,3198,3429,1685,2162,1126,118,165,28888,7295,7063,232,16485,12942,3543,5108,5060,48,29847,15592,12425,0,0,0,899,931
2017,GA,talbot,talbot_GA,0.177,1140,1.3,SNAP,1.85,Other Nutrition Program,0.615,0.169,0.216,604000,3.1,0.199,230,0.94,0.06,31801,32.58,-84.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,GA,taliaferro,taliaferro_GA,0.229,420,1.3,SNAP,1.85,Other Nutrition Program,0.671,0.171,0.157,228000,3.18,0.282,80,0.66,0.34,30631,33.55,-82.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,GA,tattnall,tattnall_GA,0.157,3980,1.3,SNAP,1.85,Other Nutrition Program,0.495,0.145,0.36,1821000,2.68,0.243,1290,0.84,0.16,30420,32.28,-82.13,0500000US13267,19162,1610,3154,8296,2834,1130,1127,1011,29640,25929,3711,29640,27456,2184,7193,1449,2483,1523,909,454,213,162,23185,6730,5906,824,14309,9411,4898,2146,2146,0,29640,15245,9702,96,104,24,4030,439
2017,GA,taylor,taylor_GA,0.214,1770,1.3,SNAP,1.85,Other Nutrition Program,0.73,0.086,0.184,898000,2.97,0.272,470,0.86,0.14,31006,32.55,-84.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,GA,telfair,telfair_GA,0.202,3310,1.3,SNAP,1.85,Other Nutrition Program,0.555,0.166,0.278,1575000,2.79,0.277,790,0.84,0.16,31037,32.07,-82.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,GA,terrell,terrell_GA,0.248,2230,1.3,SNAP,1.85,Other Nutrition Program,0.686,0.114,0.199,1118000,2.94,0.303,660,0.65,0.35,39826,31.82,-84.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,GA,thomas,thomas_GA,0.172,7730,1.3,SNAP,1.85,Other Nutrition Program,0.601,0.179,0.22,4226000,3.2,0.22,2390,0.79,0.21,31626,30.79,-83.79,0500000US13275,30864,953,3646,8543,6955,3073,3365,4329,44779,43132,1647,44779,44370,409,17723,3150,4287,3175,3982,1801,860,468,43927,10820,9337,1483,25270,20427,4843,7837,7837,0,44779,25988,16341,138,234,71,979,1028
2017,GA,tift,tift_GA,0.174,7040,1.3,SNAP,1.85,Other Nutrition Program,0.651,0.064,0.285,3638000,3.03,0.25,2530,0.71,0.29,31727,31.41,-83.39,0500000US13277,26101,1530,3638,8219,4972,3403,2021,2318,40598,35723,4875,40598,38494,2104,15016,3596,3849,2366,2407,2007,601,190,40218,10878,10205,673,23583,18706,4877,5757,5719,38,40598,24397,12366,0,590,0,2916,329
2017,GA,toombs,toombs_GA,0.169,4580,1.3,SNAP,1.85,Other Nutrition Program,0.699,0.126,0.175,2245000,2.87,0.232,1710,0.8,0.2,30436,32.2,-82.32,0500000US13279,17931,1269,2220,4513,4513,1976,2308,1132,26999,25854,1145,26999,26754,245,10982,3025,3203,1755,1196,1002,435,366,26750,7227,6381,846,14857,10889,3968,4666,4666,0,null,null,null,null,null,null,null,null
2017,GA,towns,towns_GA,0.114,1270,1.3,SNAP,1.85,Other Nutrition Program,0.469,0.226,0.305,642000,2.96,0.231,350,0.96,0.04,30546,34.94,-83.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,GA,treutlen,treutlen_GA,0.168,1140,1.3,SNAP,1.85,Other Nutrition Program,0.587,0.1,0.313,551000,2.83,0.249,360,0.74,0.26,30457,32.37,-82.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,GA,troup,troup_GA,0.173,12030,1.3,SNAP,1.85,Other Nutrition Program,0.561,0.167,0.272,5607000,2.73,0.22,3840,0.73,0.27,30230,33.16,-84.9,0500000US13285,45006,2217,5963,15353,9528,2770,6100,3075,69786,67091,2695,69786,68747,1039,24716,6481,5992,3085,5559,2783,315,501,68541,18770,17560,1210,39670,33211,6459,10101,10101,0,69786,39484,25336,85,1505,0,1939,1437
2017,GA,turner,turner_GA,0.192,1540,1.3,SNAP,1.85,Other Nutrition Program,0.635,0.036,0.329,748000,2.85,0.27,540,0.69,0.32,31714,31.7,-83.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,GA,twiggs,twiggs_GA,0.202,1680,1.3,SNAP,1.85,Other Nutrition Program,0.65,0.169,0.181,838000,2.92,0.241,380,0.79,0.21,31017,32.6,-83.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,GA,union,union_GA,0.095,2120,1.3,SNAP,1.85,Other Nutrition Program,0.512,0.198,0.29,1114000,3.08,0.221,800,0.78,0.22,30512,34.87,-83.95,0500000US13291,21217,198,2547,7877,4876,1592,2190,1937,25211,24588,623,25211,25132,79,10846,2577,2178,1442,3063,678,235,673,24675,2979,2979,0,13616,9822,3794,8080,8080,0,null,null,null,null,null,null,null,null
2017,GA,upson,upson_GA,0.172,4520,1.3,SNAP,1.85,Other Nutrition Program,0.623,0.148,0.229,2151000,2.79,0.24,1410,0.74,0.26,30285,32.96,-84.24,0500000US13293,19751,1203,2527,7662,3268,2133,2204,754,26135,25841,294,26135,25724,411,11459,3164,2739,2297,2017,796,153,293,25632,5012,4763,249,15435,13193,2242,5185,5185,0,null,null,null,null,null,null,null,null
